state,district,crop_type,season,land_area_hectares,soil_type,ndvi_current,ndvi_30day_avg,rainfall_mm,avg_temperature_c,past_yield_ton_per_hectare,agri_trust_score
Punjab,Ludhiana,Sugarcane,Kharif,8.29,Alluvial,0.798,0.235,841.7,36.1,2.42,71.79
Haryana,Karnal,Maize,Kharif,1.14,Red,0.394,0.772,320.3,35.5,3.66,52.41
Punjab,Ludhiana,Cotton,Kharif,7.66,Loamy,0.692,0.895,174.9,21.9,2.97,57.99
Karnataka,Mysuru,Wheat,Kharif,4.24,Black,0.672,0.408,732.5,38.9,4.61,71.59
Karnataka,Mysuru,Rice,Kharif,1.36,Red,0.623,0.681,158.8,24.6,3.28,56.37
Maharashtra,Nagpur,Wheat,Rabi,11.39,Black,0.25,0.256,387.0,38.5,4.34,35.2
Uttar Pradesh,Lucknow,Maize,Kharif,9.18,Black,0.552,0.297,160.0,18.9,1.86,25.84
Karnataka,Belagavi,Sugarcane,Kharif,12.52,Black,0.894,0.774,710.1,28.3,3.24,100.0
Karnataka,Mysuru,Maize,Rabi,12.22,Loamy,0.351,0.527,825.9,16.7,2.94,58.85
Uttar Pradesh,Lucknow,Cotton,Rabi,4.49,Red,0.414,0.752,474.1,35.0,5.11,68.55
Punjab,Ludhiana,Rice,Rabi,1.93,Loamy,0.823,0.209,401.5,15.7,2.96,44.3
Karnataka,Mysuru,Cotton,Kharif,2.57,Red,0.823,0.442,196.7,15.6,4.23,46.04
Uttar Pradesh,Kanpur,Wheat,Kharif,9.14,Loamy,0.271,0.793,554.5,36.0,3.9,60.53
Punjab,Ludhiana,Maize,Rabi,14.59,Red,0.36,0.884,555.3,18.4,1.5,50.77
Haryana,Karnal,Rice,Rabi,0.84,Alluvial,0.729,0.521,324.8,37.5,1.58,43.68
Uttar Pradesh,Lucknow,Wheat,Kharif,6.94,Loamy,0.896,0.582,133.8,30.2,1.76,57.0
Maharashtra,Pune,Rice,Rabi,2.74,Loamy,0.588,0.579,773.8,35.8,3.2,74.15
Karnataka,Mysuru,Wheat,Rabi,3.07,Red,0.555,0.674,273.3,35.8,3.72,52.94
Karnataka,Mysuru,Wheat,Rabi,2.68,Black,0.772,0.345,793.3,33.4,2.5,77.01
Uttar Pradesh,Lucknow,Maize,Kharif,11.1,Black,0.304,0.797,725.3,37.7,1.66,55.73
Uttar Pradesh,Kanpur,Cotton,Kharif,8.23,Black,0.809,0.291,801.0,18.1,4.97,80.69
Haryana,Hisar,Rice,Rabi,14.56,Black,0.864,0.559,139.0,33.9,3.46,56.67
Uttar Pradesh,Lucknow,Sugarcane,Rabi,8.66,Red,0.509,0.624,922.8,24.1,4.63,94.91
Haryana,Hisar,Cotton,Kharif,12.5,Alluvial,0.735,0.601,958.2,20.0,1.55,80.41
Punjab,Ludhiana,Sugarcane,Kharif,4.83,Red,0.368,0.418,293.2,15.8,5.86,42.89
Haryana,Hisar,Cotton,Rabi,13.97,Alluvial,0.221,0.81,550.9,30.8,4.22,71.03
Uttar Pradesh,Kanpur,Maize,Kharif,8.16,Loamy,0.755,0.893,240.6,39.9,1.45,44.23
Punjab,Ludhiana,Cotton,Kharif,11.24,Black,0.3,0.727,780.5,31.5,4.83,84.85
Punjab,Amritsar,Cotton,Kharif,1.63,Alluvial,0.485,0.485,112.7,23.7,1.55,33.88
Haryana,Karnal,Cotton,Rabi,14.35,Black,0.566,0.41,123.0,27.5,4.97,60.06
Haryana,Karnal,Maize,Rabi,10.17,Alluvial,0.348,0.804,431.2,22.3,1.76,51.24
Karnataka,Mysuru,Wheat,Kharif,3.78,Red,0.648,0.885,623.3,23.9,4.24,88.97
Haryana,Hisar,Sugarcane,Rabi,12.41,Red,0.588,0.646,550.0,26.6,2.17,72.28
Maharashtra,Pune,Maize,Kharif,13.79,Loamy,0.704,0.481,200.7,37.0,5.12,54.3
Punjab,Ludhiana,Rice,Rabi,1.99,Alluvial,0.332,0.748,729.3,29.8,5.48,90.59
Karnataka,Belagavi,Cotton,Rabi,11.24,Loamy,0.421,0.271,392.2,21.8,5.21,54.77
Haryana,Karnal,Rice,Kharif,14.17,Alluvial,0.496,0.464,939.5,31.9,1.58,76.04
Maharashtra,Pune,Cotton,Kharif,12.74,Alluvial,0.673,0.297,291.5,36.9,1.91,37.31
Maharashtra,Pune,Cotton,Rabi,14.19,Alluvial,0.388,0.533,652.6,40.0,1.52,43.14
Uttar Pradesh,Lucknow,Sugarcane,Kharif,2.11,Loamy,0.644,0.74,52.7,36.5,1.93,36.32
Haryana,Hisar,Sugarcane,Rabi,5.88,Alluvial,0.809,0.711,665.3,34.9,4.77,89.41
Maharashtra,Nagpur,Sugarcane,Rabi,11.19,Red,0.882,0.237,698.1,26.7,3.9,88.6
Uttar Pradesh,Lucknow,Sugarcane,Rabi,1.34,Loamy,0.278,0.561,304.2,35.9,1.07,28.52
Haryana,Hisar,Cotton,Rabi,10.79,Alluvial,0.864,0.222,749.4,23.3,5.53,91.51
Uttar Pradesh,Lucknow,Cotton,Rabi,14.47,Loamy,0.563,0.674,346.3,34.3,4.86,65.57
Uttar Pradesh,Kanpur,Sugarcane,Kharif,0.75,Alluvial,0.739,0.765,164.2,21.6,1.09,45.85
Haryana,Karnal,Maize,Kharif,5.55,Loamy,0.46,0.201,334.8,31.2,5.87,60.82
Uttar Pradesh,Kanpur,Wheat,Kharif,11.86,Black,0.746,0.521,428.1,22.6,1.33,56.39
Haryana,Hisar,Cotton,Rabi,7.36,Red,0.242,0.67,603.1,39.8,2.2,42.78
Maharashtra,Nagpur,Sugarcane,Kharif,5.8,Red,0.358,0.337,183.8,30.6,4.91,49.49
Karnataka,Mysuru,Cotton,Kharif,8.15,Red,0.834,0.315,660.7,35.2,5.74,84.4
Punjab,Amritsar,Rice,Rabi,1.4,Red,0.303,0.205,649.4,26.2,1.67,52.95
Haryana,Karnal,Rice,Rabi,5.64,Alluvial,0.864,0.874,639.9,38.2,4.8,87.69
Uttar Pradesh,Kanpur,Rice,Kharif,13.03,Red,0.537,0.828,690.6,18.4,5.97,84.67
Maharashtra,Nagpur,Wheat,Rabi,14.43,Red,0.338,0.866,995.1,32.8,5.91,100.0
Karnataka,Mysuru,Sugarcane,Kharif,13.83,Alluvial,0.323,0.35,62.4,15.4,5.15,23.72
Haryana,Karnal,Cotton,Kharif,14.42,Black,0.565,0.884,769.4,19.0,3.38,79.25
Punjab,Ludhiana,Rice,Rabi,10.17,Alluvial,0.314,0.596,783.0,27.5,1.06,69.34
Maharashtra,Nagpur,Maize,Rabi,8.5,Alluvial,0.763,0.232,817.7,19.4,3.57,74.04
Uttar Pradesh,Lucknow,Rice,Kharif,6.34,Alluvial,0.826,0.2,906.3,18.8,5.95,90.57
Punjab,Ludhiana,Rice,Rabi,7.48,Alluvial,0.645,0.264,81.0,16.4,3.22,26.12
Haryana,Karnal,Sugarcane,Rabi,4.14,Loamy,0.595,0.451,673.8,21.0,1.96,61.59
Haryana,Karnal,Sugarcane,Rabi,3.7,Alluvial,0.227,0.225,216.5,36.7,2.41,19.04
Uttar Pradesh,Kanpur,Rice,Rabi,8.91,Alluvial,0.562,0.731,318.4,23.8,5.47,72.81
Karnataka,Belagavi,Maize,Rabi,11.82,Red,0.533,0.548,244.4,29.8,1.93,50.62
Maharashtra,Nagpur,Sugarcane,Rabi,1.53,Black,0.248,0.859,531.6,25.2,5.05,76.38
Karnataka,Belagavi,Sugarcane,Kharif,5.61,Red,0.777,0.561,490.1,16.1,2.45,54.17
Karnataka,Belagavi,Sugarcane,Kharif,8.21,Loamy,0.613,0.243,394.1,33.1,2.0,47.03
Uttar Pradesh,Kanpur,Sugarcane,Kharif,0.52,Red,0.711,0.877,263.1,31.6,4.71,76.31
Haryana,Hisar,Cotton,Kharif,13.49,Loamy,0.773,0.377,307.9,18.1,2.68,45.48
Karnataka,Belagavi,Wheat,Kharif,9.06,Red,0.663,0.255,567.3,32.7,1.84,57.74
Haryana,Hisar,Wheat,Kharif,4.35,Alluvial,0.621,0.408,728.7,34.0,1.51,63.92
Uttar Pradesh,Kanpur,Rice,Kharif,14.6,Alluvial,0.514,0.311,221.2,17.5,5.02,40.92
Punjab,Ludhiana,Wheat,Kharif,0.95,Alluvial,0.236,0.3,252.7,31.6,1.79,30.14
Maharashtra,Nagpur,Cotton,Rabi,8.65,Alluvial,0.863,0.547,411.5,19.1,4.93,71.31
Uttar Pradesh,Lucknow,Maize,Kharif,12.67,Red,0.208,0.693,971.7,25.9,2.17,79.84
Punjab,Ludhiana,Maize,Kharif,14.52,Loamy,0.236,0.553,732.5,36.6,1.9,51.01
Uttar Pradesh,Lucknow,Sugarcane,Rabi,13.05,Red,0.31,0.417,325.5,36.8,4.36,41.75
Uttar Pradesh,Kanpur,Sugarcane,Kharif,12.58,Alluvial,0.834,0.209,690.3,16.3,3.74,64.23
Uttar Pradesh,Kanpur,Rice,Rabi,9.51,Alluvial,0.434,0.713,434.3,16.7,4.92,56.73
Uttar Pradesh,Kanpur,Maize,Rabi,5.32,Black,0.24,0.462,947.2,31.0,4.36,83.11
Karnataka,Belagavi,Rice,Kharif,14.86,Black,0.428,0.859,919.0,15.3,3.25,73.25
Haryana,Karnal,Maize,Kharif,14.69,Black,0.589,0.333,603.1,20.1,3.6,61.3
Haryana,Karnal,Maize,Kharif,11.23,Red,0.641,0.585,705.3,18.6,3.98,73.42
Maharashtra,Pune,Maize,Rabi,6.74,Red,0.687,0.521,137.5,28.8,4.21,63.4
Uttar Pradesh,Kanpur,Cotton,Kharif,7.03,Red,0.67,0.608,549.5,21.2,1.01,57.58
Haryana,Karnal,Rice,Rabi,2.75,Alluvial,0.861,0.716,888.8,20.1,3.94,96.38
Karnataka,Belagavi,Wheat,Kharif,9.6,Black,0.47,0.855,564.9,38.5,2.1,55.57
Haryana,Hisar,Maize,Kharif,10.25,Red,0.884,0.271,57.9,25.8,1.46,43.51
Punjab,Amritsar,Maize,Kharif,12.99,Alluvial,0.772,0.559,466.5,39.9,2.15,51.27
Haryana,Hisar,Wheat,Kharif,10.85,Black,0.264,0.339,883.6,33.5,1.07,56.25
Karnataka,Mysuru,Rice,Rabi,4.09,Loamy,0.244,0.521,746.1,30.2,4.36,76.27
Haryana,Hisar,Wheat,Kharif,12.17,Loamy,0.776,0.853,567.0,20.0,4.08,81.23
Uttar Pradesh,Kanpur,Cotton,Rabi,4.73,Alluvial,0.74,0.499,245.9,35.0,2.67,50.02
Karnataka,Mysuru,Cotton,Rabi,1.01,Loamy,0.751,0.488,880.0,30.9,5.17,100.0
Uttar Pradesh,Lucknow,Sugarcane,Kharif,11.87,Black,0.494,0.55,795.8,30.0,2.01,76.88
Maharashtra,Nagpur,Sugarcane,Kharif,2.03,Alluvial,0.735,0.487,672.4,21.5,1.8,67.52
Haryana,Hisar,Cotton,Rabi,10.13,Loamy,0.817,0.77,700.9,17.8,2.45,74.74
Uttar Pradesh,Kanpur,Sugarcane,Rabi,8.52,Black,0.378,0.72,122.8,36.8,5.14,45.47
Haryana,Karnal,Maize,Kharif,7.83,Black,0.859,0.813,147.4,24.8,3.77,70.21
Punjab,Amritsar,Wheat,Kharif,12.02,Red,0.819,0.441,488.8,25.4,1.07,64.28
Karnataka,Mysuru,Rice,Kharif,3.1,Black,0.686,0.361,161.7,19.1,1.01,28.37
Maharashtra,Nagpur,Rice,Rabi,4.8,Red,0.579,0.442,443.5,33.3,5.41,69.94
Maharashtra,Pune,Maize,Rabi,3.72,Red,0.563,0.625,283.1,16.4,2.96,41.08
Maharashtra,Nagpur,Rice,Kharif,9.44,Alluvial,0.59,0.491,457.5,28.5,4.48,77.2
Haryana,Hisar,Sugarcane,Kharif,6.47,Red,0.809,0.642,555.9,17.9,4.03,72.11
Haryana,Karnal,Wheat,Rabi,3.49,Alluvial,0.474,0.827,244.1,27.7,3.1,64.37
Uttar Pradesh,Lucknow,Cotton,Kharif,10.26,Loamy,0.486,0.82,260.8,32.9,5.41,67.8
Punjab,Ludhiana,Maize,Kharif,12.41,Black,0.79,0.54,366.9,34.8,3.26,62.2
Punjab,Ludhiana,Rice,Rabi,7.52,Loamy,0.209,0.487,665.4,15.4,2.4,39.56
Maharashtra,Pune,Sugarcane,Rabi,8.36,Red,0.878,0.247,665.9,16.9,2.88,62.4
Maharashtra,Nagpur,Cotton,Kharif,14.17,Loamy,0.23,0.512,116.5,33.2,4.04,36.47
Maharashtra,Pune,Cotton,Kharif,10.02,Loamy,0.696,0.206,256.8,31.5,3.42,52.45
Haryana,Karnal,Rice,Rabi,2.0,Alluvial,0.234,0.607,454.8,28.7,3.61,62.76
Uttar Pradesh,Lucknow,Rice,Kharif,3.51,Loamy,0.699,0.471,679.4,23.7,2.95,76.36
Uttar Pradesh,Lucknow,Sugarcane,Kharif,9.98,Black,0.822,0.605,650.8,18.9,3.37,75.08
Uttar Pradesh,Lucknow,Wheat,Rabi,4.0,Black,0.35,0.497,912.4,27.7,1.94,79.4
Haryana,Hisar,Maize,Rabi,6.94,Red,0.516,0.871,459.5,28.7,3.67,79.76
Karnataka,Mysuru,Rice,Kharif,8.17,Alluvial,0.778,0.524,314.5,31.4,5.12,74.86
Maharashtra,Nagpur,Wheat,Kharif,11.53,Red,0.331,0.262,714.0,24.2,3.16,62.04
Karnataka,Mysuru,Maize,Rabi,13.38,Loamy,0.777,0.641,865.2,34.6,3.14,88.98
Karnataka,Mysuru,Maize,Rabi,14.94,Loamy,0.778,0.791,286.6,29.4,1.34,65.24
Uttar Pradesh,Lucknow,Sugarcane,Kharif,11.35,Alluvial,0.765,0.801,997.7,21.0,1.2,88.69
Uttar Pradesh,Kanpur,Rice,Kharif,13.43,Loamy,0.794,0.484,63.0,17.0,2.56,33.84
Maharashtra,Nagpur,Maize,Kharif,2.42,Loamy,0.558,0.204,941.5,25.4,3.01,81.55
Karnataka,Mysuru,Maize,Rabi,11.47,Black,0.51,0.695,419.8,20.7,3.98,61.52
Maharashtra,Pune,Wheat,Rabi,9.68,Red,0.528,0.51,519.4,36.5,3.31,56.75
Uttar Pradesh,Lucknow,Wheat,Kharif,10.28,Red,0.674,0.461,944.6,19.2,3.5,82.25
Punjab,Ludhiana,Rice,Kharif,1.51,Alluvial,0.588,0.723,819.7,25.3,2.02,84.34
Karnataka,Belagavi,Cotton,Rabi,2.96,Black,0.213,0.745,629.2,32.5,5.19,74.49
Uttar Pradesh,Kanpur,Rice,Kharif,7.58,Loamy,0.481,0.308,594.0,21.9,5.61,70.08
Maharashtra,Nagpur,Maize,Kharif,9.11,Loamy,0.692,0.247,269.3,37.9,4.08,44.46
Karnataka,Mysuru,Cotton,Kharif,13.35,Black,0.338,0.716,322.2,35.1,5.99,61.59
Punjab,Ludhiana,Sugarcane,Kharif,9.24,Loamy,0.633,0.859,787.1,18.2,2.74,77.09
Punjab,Ludhiana,Rice,Kharif,12.86,Loamy,0.857,0.26,416.3,16.8,2.05,45.16
Haryana,Hisar,Cotton,Rabi,14.16,Red,0.252,0.507,553.4,39.6,1.83,35.11
Uttar Pradesh,Kanpur,Sugarcane,Rabi,9.64,Loamy,0.354,0.214,835.3,24.1,2.77,65.55
Karnataka,Belagavi,Rice,Kharif,12.23,Red,0.303,0.44,871.4,18.9,1.41,54.02
Uttar Pradesh,Kanpur,Cotton,Rabi,9.45,Loamy,0.309,0.535,791.5,22.6,2.56,65.77
Punjab,Ludhiana,Sugarcane,Kharif,7.16,Loamy,0.415,0.776,104.1,25.5,3.29,50.58
Haryana,Karnal,Wheat,Rabi,14.88,Loamy,0.665,0.339,92.7,18.2,3.81,35.84
Haryana,Karnal,Wheat,Kharif,8.08,Loamy,0.53,0.659,581.6,32.2,4.29,77.16
Haryana,Hisar,Sugarcane,Rabi,5.26,Red,0.518,0.734,169.7,19.9,5.76,57.56
Karnataka,Mysuru,Maize,Rabi,7.94,Red,0.809,0.482,971.7,38.3,4.71,91.9
Maharashtra,Pune,Wheat,Rabi,4.54,Black,0.353,0.328,834.4,22.1,5.64,78.67
Uttar Pradesh,Kanpur,Wheat,Kharif,5.83,Alluvial,0.261,0.59,852.9,34.9,1.88,62.13
Karnataka,Belagavi,Cotton,Kharif,8.07,Alluvial,0.612,0.726,642.3,30.0,1.27,74.03
Maharashtra,Pune,Maize,Rabi,8.54,Red,0.34,0.406,275.2,38.7,5.72,43.01
Uttar Pradesh,Lucknow,Wheat,Rabi,7.29,Red,0.526,0.732,196.8,27.2,3.15,60.7
Karnataka,Belagavi,Wheat,Rabi,5.95,Red,0.696,0.533,690.7,34.1,1.23,66.17
Maharashtra,Pune,Cotton,Kharif,13.7,Black,0.557,0.551,97.7,15.9,3.76,32.75
Punjab,Amritsar,Wheat,Rabi,0.86,Loamy,0.514,0.366,97.1,33.1,1.56,29.59
Uttar Pradesh,Kanpur,Wheat,Rabi,10.59,Black,0.628,0.34,102.7,29.2,4.26,54.52
Karnataka,Mysuru,Wheat,Kharif,8.7,Red,0.85,0.471,112.9,15.5,5.13,47.82
Uttar Pradesh,Lucknow,Maize,Rabi,4.74,Black,0.433,0.406,89.4,30.9,3.99,43.93
Maharashtra,Nagpur,Sugarcane,Rabi,9.48,Black,0.62,0.554,382.9,37.8,2.7,48.59
Punjab,Ludhiana,Cotton,Kharif,5.53,Black,0.505,0.756,314.2,18.6,2.57,46.34
Haryana,Hisar,Wheat,Kharif,12.6,Loamy,0.855,0.33,403.9,38.2,1.31,44.52
Maharashtra,Pune,Rice,Kharif,2.68,Black,0.878,0.513,526.4,21.2,3.35,73.03
Maharashtra,Nagpur,Maize,Rabi,4.46,Alluvial,0.324,0.406,159.1,38.5,4.92,33.05
Karnataka,Belagavi,Wheat,Rabi,6.46,Alluvial,0.482,0.819,900.8,37.7,2.57,75.83
Haryana,Hisar,Cotton,Rabi,14.13,Alluvial,0.623,0.804,831.4,19.3,3.43,83.22
Haryana,Hisar,Maize,Rabi,2.49,Loamy,0.714,0.643,604.4,24.8,2.78,78.78
Maharashtra,Pune,Wheat,Rabi,14.01,Alluvial,0.775,0.597,674.2,37.5,3.0,71.76
Uttar Pradesh,Lucknow,Sugarcane,Kharif,11.81,Red,0.269,0.253,393.5,17.3,3.93,33.66
Haryana,Karnal,Sugarcane,Kharif,10.65,Black,0.632,0.804,261.9,36.8,4.95,62.47
Maharashtra,Nagpur,Wheat,Rabi,12.01,Alluvial,0.222,0.747,278.1,18.6,1.58,29.45
Karnataka,Mysuru,Maize,Kharif,8.83,Loamy,0.297,0.682,902.9,33.6,1.38,68.29
Punjab,Ludhiana,Sugarcane,Kharif,8.58,Black,0.309,0.784,390.4,37.8,3.83,49.48
Karnataka,Mysuru,Wheat,Rabi,11.83,Black,0.393,0.343,65.9,32.0,1.38,24.52
Karnataka,Belagavi,Sugarcane,Kharif,6.41,Loamy,0.313,0.659,972.6,29.1,4.57,96.71
Maharashtra,Pune,Maize,Rabi,7.93,Black,0.742,0.231,708.7,31.2,2.16,71.58
Maharashtra,Nagpur,Rice,Rabi,5.13,Black,0.507,0.829,964.1,26.1,4.75,100.0
Karnataka,Belagavi,Rice,Rabi,3.65,Loamy,0.402,0.589,77.7,37.7,1.78,22.18
Karnataka,Belagavi,Cotton,Kharif,8.58,Red,0.362,0.552,744.9,39.0,2.1,52.22
Haryana,Karnal,Cotton,Rabi,9.63,Red,0.482,0.727,554.7,31.9,3.14,70.68
Karnataka,Mysuru,Rice,Rabi,12.58,Red,0.578,0.791,459.7,24.5,5.58,83.89
Haryana,Hisar,Maize,Kharif,4.48,Loamy,0.831,0.351,890.1,29.0,5.14,100.0
Maharashtra,Pune,Cotton,Rabi,6.23,Loamy,0.71,0.442,687.5,35.1,5.73,84.72
Uttar Pradesh,Lucknow,Wheat,Kharif,14.86,Red,0.218,0.622,676.5,32.2,1.6,56.6
Haryana,Karnal,Wheat,Rabi,13.36,Black,0.494,0.548,921.1,34.4,1.65,72.5
Haryana,Karnal,Rice,Kharif,10.51,Red,0.438,0.763,99.8,19.0,2.68,34.8
Uttar Pradesh,Lucknow,Rice,Rabi,12.61,Black,0.882,0.295,269.9,36.7,5.63,62.49
Uttar Pradesh,Lucknow,Maize,Kharif,6.59,Red,0.207,0.801,744.6,38.7,4.91,67.65
Haryana,Hisar,Cotton,Rabi,5.78,Alluvial,0.596,0.204,108.8,28.4,3.83,49.75
Uttar Pradesh,Lucknow,Sugarcane,Kharif,3.72,Loamy,0.422,0.382,133.2,17.2,1.97,19.23
Karnataka,Belagavi,Cotton,Kharif,4.56,Black,0.432,0.664,877.1,34.0,4.64,86.78
Maharashtra,Pune,Cotton,Rabi,3.64,Black,0.346,0.407,915.3,28.7,4.67,90.0
Haryana,Karnal,Cotton,Rabi,12.5,Loamy,0.609,0.436,812.7,21.2,5.88,88.65
Maharashtra,Pune,Wheat,Rabi,4.81,Loamy,0.361,0.488,278.5,31.8,5.13,56.81
Haryana,Hisar,Sugarcane,Rabi,1.16,Alluvial,0.659,0.575,127.9,15.9,5.95,49.38
Haryana,Karnal,Maize,Kharif,14.83,Alluvial,0.884,0.756,676.5,29.4,5.33,100.0
Haryana,Karnal,Sugarcane,Kharif,6.46,Red,0.499,0.431,586.0,36.3,2.01,50.99
Punjab,Ludhiana,Cotton,Rabi,8.56,Alluvial,0.746,0.211,827.5,16.0,5.45,76.01
Maharashtra,Pune,Maize,Kharif,11.6,Alluvial,0.377,0.806,147.7,18.1,5.9,50.43
Uttar Pradesh,Kanpur,Cotton,Rabi,2.7,Loamy,0.823,0.861,777.5,15.1,1.01,68.45
Punjab,Amritsar,Sugarcane,Rabi,3.78,Loamy,0.685,0.363,644.1,33.7,2.09,64.3
Karnataka,Belagavi,Cotton,Rabi,2.27,Alluvial,0.691,0.279,997.1,19.6,3.97,84.07
Maharashtra,Nagpur,Cotton,Rabi,0.7,Loamy,0.257,0.381,76.5,30.8,3.13,32.4
Uttar Pradesh,Kanpur,Sugarcane,Rabi,10.13,Black,0.876,0.235,895.9,29.4,3.82,97.63
Karnataka,Belagavi,Sugarcane,Rabi,2.35,Loamy,0.76,0.804,193.2,36.3,5.96,69.56
Punjab,Amritsar,Maize,Kharif,10.31,Loamy,0.676,0.862,331.0,15.0,2.36,47.56
Karnataka,Belagavi,Sugarcane,Kharif,2.35,Black,0.51,0.23,700.4,37.6,5.19,65.37
Maharashtra,Pune,Maize,Rabi,12.56,Red,0.843,0.655,148.3,25.1,4.64,70.7
Uttar Pradesh,Lucknow,Sugarcane,Kharif,0.7,Loamy,0.426,0.588,190.8,17.3,5.08,43.15
Uttar Pradesh,Lucknow,Wheat,Rabi,7.96,Red,0.26,0.584,411.0,30.2,2.94,54.55
Punjab,Amritsar,Maize,Rabi,2.5,Black,0.257,0.781,978.0,25.1,1.44,78.82
Uttar Pradesh,Lucknow,Maize,Kharif,5.14,Red,0.534,0.423,514.6,36.5,3.96,57.8
Maharashtra,Pune,Maize,Rabi,10.17,Red,0.284,0.601,293.9,35.1,3.13,41.11
Karnataka,Mysuru,Maize,Rabi,3.21,Loamy,0.218,0.399,470.9,30.4,5.25,62.6
Haryana,Hisar,Maize,Rabi,2.07,Red,0.535,0.61,564.3,17.2,1.29,47.04
Uttar Pradesh,Kanpur,Wheat,Rabi,4.79,Loamy,0.853,0.566,308.2,25.0,3.99,73.36
Punjab,Ludhiana,Wheat,Rabi,12.24,Black,0.608,0.711,396.6,31.0,3.33,69.53
Maharashtra,Pune,Wheat,Rabi,14.15,Black,0.571,0.713,927.9,39.4,5.17,87.26
Maharashtra,Pune,Rice,Rabi,13.99,Red,0.673,0.415,401.5,28.8,4.95,77.16
Punjab,Amritsar,Maize,Rabi,12.33,Black,0.527,0.254,207.7,16.5,3.5,29.68
Maharashtra,Pune,Cotton,Rabi,13.15,Black,0.516,0.89,50.2,30.3,4.08,58.62
Punjab,Amritsar,Rice,Rabi,11.09,Red,0.295,0.338,221.5,21.6,3.63,35.2
Maharashtra,Pune,Wheat,Kharif,2.34,Black,0.474,0.314,747.6,20.2,1.29,52.67
Haryana,Karnal,Wheat,Rabi,1.93,Loamy,0.282,0.378,330.7,28.2,4.39,57.4
Maharashtra,Pune,Rice,Rabi,2.58,Red,0.306,0.503,615.9,17.0,5.7,60.58
Punjab,Amritsar,Sugarcane,Kharif,3.41,Red,0.421,0.754,920.0,24.0,2.53,84.23
Haryana,Hisar,Sugarcane,Rabi,14.58,Alluvial,0.324,0.705,88.3,25.1,3.58,45.48
Haryana,Karnal,Sugarcane,Kharif,2.66,Red,0.75,0.633,374.8,36.8,1.06,48.52
Karnataka,Mysuru,Sugarcane,Rabi,9.35,Alluvial,0.217,0.282,170.7,19.7,3.3,23.08
Maharashtra,Pune,Rice,Rabi,3.35,Red,0.509,0.34,301.2,27.6,1.34,47.28
Haryana,Karnal,Maize,Kharif,6.96,Alluvial,0.21,0.373,873.0,19.1,3.08,57.92
Punjab,Amritsar,Rice,Kharif,3.18,Red,0.242,0.623,775.5,28.1,2.13,73.27
Karnataka,Mysuru,Sugarcane,Kharif,2.87,Red,0.329,0.342,417.4,16.3,2.99,32.48
Uttar Pradesh,Kanpur,Sugarcane,Kharif,4.42,Loamy,0.336,0.532,57.0,15.6,3.77,21.96
Punjab,Amritsar,Wheat,Kharif,4.24,Loamy,0.279,0.842,788.9,35.6,5.51,82.61
Punjab,Amritsar,Rice,Rabi,14.22,Loamy,0.79,0.408,123.3,19.2,1.63,34.56
Punjab,Amritsar,Cotton,Rabi,5.69,Red,0.893,0.679,951.5,18.6,2.91,91.56
Maharashtra,Pune,Wheat,Rabi,10.22,Black,0.649,0.488,515.2,25.4,1.12,61.08
Punjab,Amritsar,Sugarcane,Kharif,1.1,Loamy,0.877,0.585,965.0,17.9,3.45,90.62
Haryana,Karnal,Wheat,Kharif,3.51,Red,0.611,0.279,365.4,34.5,3.19,49.58
Uttar Pradesh,Lucknow,Maize,Kharif,5.21,Black,0.681,0.873,743.7,27.2,4.15,100.0
Uttar Pradesh,Kanpur,Wheat,Kharif,12.25,Black,0.391,0.712,403.5,28.0,1.34,58.36
Uttar Pradesh,Kanpur,Cotton,Rabi,9.96,Red,0.522,0.673,637.7,29.2,1.3,71.08
Maharashtra,Pune,Wheat,Rabi,2.43,Red,0.311,0.864,885.6,37.7,5.96,87.16
Uttar Pradesh,Kanpur,Sugarcane,Kharif,11.1,Red,0.691,0.612,941.7,23.7,2.22,89.07
Uttar Pradesh,Lucknow,Maize,Rabi,3.76,Red,0.248,0.779,291.8,26.8,1.22,46.45
Punjab,Ludhiana,Sugarcane,Rabi,8.73,Alluvial,0.757,0.715,629.6,27.2,1.67,82.6
Maharashtra,Pune,Sugarcane,Kharif,10.56,Black,0.328,0.423,444.7,37.7,2.21,35.94
Haryana,Hisar,Sugarcane,Kharif,2.36,Black,0.602,0.243,79.4,32.9,2.81,35.37
Punjab,Amritsar,Maize,Kharif,4.5,Loamy,0.546,0.285,608.7,22.9,4.13,67.12
Uttar Pradesh,Lucknow,Sugarcane,Kharif,8.8,Black,0.327,0.388,238.7,21.2,2.53,32.13
Karnataka,Belagavi,Rice,Rabi,1.48,Loamy,0.782,0.324,736.9,34.3,4.57,82.56
Maharashtra,Pune,Maize,Kharif,12.27,Loamy,0.21,0.655,685.4,35.0,5.66,72.3
Karnataka,Mysuru,Sugarcane,Kharif,10.11,Alluvial,0.765,0.82,825.3,15.5,4.68,86.94
Uttar Pradesh,Kanpur,Cotton,Rabi,5.14,Alluvial,0.24,0.296,50.9,37.6,1.12,4.74
Maharashtra,Pune,Sugarcane,Kharif,3.97,Alluvial,0.731,0.732,347.0,25.3,2.05,66.09
Haryana,Karnal,Wheat,Kharif,13.35,Black,0.306,0.306,362.1,16.4,1.91,22.81
Maharashtra,Nagpur,Maize,Rabi,11.03,Red,0.457,0.303,246.3,22.8,4.18,46.38
